OBJECTID,ERC_ID,OBJECTID_1,ERC_ID_1,INCIDENT_TYPE,INCIDENT_STATUS,COMMS_COMMENT,ROAD_CLOSURE_TYPE,DECLARED_ROAD_NUMBER,DECLARED_ROAD_NAME,DECLARED_ROAD_DIRECTION,CLOSED_ROAD_NAME,CLOSED_ROAD_SRNS,CLOSED_ROAD_RMA_CLASS,CLOSED_ROAD_LGA,CLOSED_ROAD_VR_REGION,CLOSED_ROAD_SES_REGION,CLOSED_ROAD_TRAM,CLOSED_ROAD_BUS,INCIDENT_DISTANCE,INCIDENT_DIRECTION,INCIDENT_INT_ROAD_NAME,INCIDENT_LOCALITY,INCIDENT_MELWAY,INCIDENT_VCSD,START_INT_ROAD_NAME,START_INT_LOCALITY,END_INT_ROAD_NAME,END_INT_LOCALITY,DT_CREATED,DT_UPDATED,DT_PUBLISH_UNTIL,DT_LAST_LN_UPDATE,POINT_TYPE
728,ERC004682,2721,ERC004682,Flood,inactive,"Water over road, drive with care.",Traffic Alert,5797,SPRINGVALE ROAD,forward,EDITHVALE ROAD,,AO,KINGSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"902, 858",0,NorthEast,,EDITHVALE,93D7,95C2,KINROSS AVENUE,EDITHVALE,BRANAGAN DRIVE,ASPENDALE GARDENS,22/06/2012 11:24:40,10/12/2012 10:32:00,25/06/2012 12:29:40,25/06/2012 12:29:50,MIDPOINT
729,ERC004694,2679,ERC004694,Flood,inactive,"water over road, drive with care.",Traffic Alert,5213,CLYDE-FIVE WAYS ROAD,forward,CLYDE-FIVE WAYS ROAD,,AO,CASEY,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,796,0,North,,CLYDE,134J12,95G4,BEECHERS ROAD,CLYDE,MOORES ROAD,CLYDE,22/06/2012 11:39:35,10/12/2012 10:32:00,22/06/2012 20:27:07,22/06/2012 20:12:33,MIDPOINT
730,ERC004669,2822,ERC004669,Flood,inactive,,Traffic Alert,,,forward,SOUTH CANAL ROAD,,MU,BAW BAW,EASTERN,GIPPSLAND (EAST),,,421,West,,TRAFALGAR,,97C4,EIGHT MILE ROAD,TRAFALGAR,TELEPHONE ROAD,TRAFALGAR,22/06/2012 11:04:24,10/12/2012 10:32:00,05/07/2012 12:56:09,05/07/2012 12:41:11,WHOLE
731,ERC004679,2661,ERC004679,Flood,inactive,"Water over road, drive with care",Traffic Alert,5164,THOMPSON ROAD,forward,THOMPSONS ROAD,,AO,CASEY,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,West,,CRANBOURNE WEST,129C9,95E3,EVANS ROAD,CRANBOURNE WEST,MISSENS ROAD,CRANBOURNE WEST,22/06/2012 11:13:54,10/12/2012 10:32:00,23/06/2012 14:47:51,23/06/2012 14:17:53,MIDPOINT
732,ERC004455,2819,ERC004455,Vehicle Collision,inactive,Road closed between Old Mebourne Road and Maryvale Road. VicRoads advises drivers to use an alternative route and allow extra time if travelling through the area.,Road Closed,5911,MORWELL-YALLOURN NORTH ROAD,forward,LATROBE ROAD,C472,AO,LATROBE,EASTERN,GIPPSLAND (EAST),,,0,South,,MARYVALE,,97H5,OLD MELBOURNE ROAD,MARYVALE,TANJIL EAST ROAD,MARYVALE,15/06/2012 14:07:57,10/12/2012 10:32:00,15/06/2012 17:16:06,15/06/2012 17:01:09,MIDPOINT
733,ERC004434,2690,ERC004434,Weather,inactive,"Seasonal road closure advised by Mansfield Shire;Jamieson-Licola Road from Mt Sunday Road (32km from Jamieson township) to the Mansfield Shire/Wellington Shire Bounday will be in place from 14 June 2012 to 25 October 2012.No access permitted except to holders of permits issued by 4WD Victoria.Further details regarding permits contact;Four Wheel Drive VictoriaPh: 03 9857 5209",Road Closed,3241,JAMIESON-LICOLA ROAD,forward,JAMIESON-LICOLA ROAD,C486,AO,MANSFIELD,NORTH EASTERN,HUME (NORTH EAST),,,0,,,JAMIESON,,63E7,SAPPERS LINK TRACK,JAMIESON,SILVERMINE SPUR ROAD,MOUNT BULLER,14/06/2012 16:03:12,10/12/2012 10:32:00,07/11/2012 17:48:11,07/11/2012 16:48:14,MIDPOINT
734,ERC004428,2688,ERC004428,Weather,inactive,Road closed due to snowfall.  The road is likely to be closed for the remainder of the 2012 Snow Season. ,Road Closed,,,forward,DARGO HIGH PLAINS ROAD,,MU,"ALPINE, (MOUNT HOTHAM)",NORTH EASTERN,HUME (NORTH EAST),,,226,South,,HOTHAM HEIGHTS,,65D4,GREAT ALPINE ROAD,HOTHAM HEIGHTS,JONES CREEK LOGGING ROAD,HOTHAM HEIGHTS,14/06/2012 09:38:15,10/12/2012 10:32:00,07/11/2012 17:01:35,07/11/2012 16:46:37,MIDPOINT
737,ERC004520,1602,ERC004520,Road Damage,inactive,,Road Closed,,,forward,WOODCOTE ROAD,,MU,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,287,South,,PERRY BRIDGE,,83E9,RESERVOIR ROAD,PERRY BRIDGE,MARTINS ROAD,PERRY BRIDGE,19/06/2012 16:56:15,10/12/2012 10:32:00,22/06/2012 14:51:07,22/06/2012 14:36:08,MIDPOINT
738,ERC004553,1491,ERC004553,Vehicle Collision,inactive,Road now open in both directions between Warrigal Road and Freighter Road after an earlier crash.,Road Closed,5313,WICKHAM-KEYS ROAD,forward,KEYS ROAD,,AO,KINGSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,903,0,West,,CHELTENHAM,78C9,79C9,WARRIGAL ROAD,CHELTENHAM,FREIGHTER ROAD,CHELTENHAM,21/06/2012 07:29:04,10/12/2012 10:32:00,21/06/2012 11:33:45,21/06/2012 10:34:19,MIDPOINT
740,ERC004366,1767,ERC004366,Police Incident,inactive,UPDATE: Road remains closed in both directions between Cecil Street and Clarendon Street due to a gas leak.All lanes are now open on Clarendon Street at Haig Street.,Road Closed,,,forward,HAIG STREET,,MU,"MELBOURNE, PORT PHILLIP",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"112, 12",,0,NorthEast,,SOUTHBANK,43F11,78H7,CLARENDON STREET,SOUTHBANK,CECIL STREET,SOUTHBANK,08/06/2012 09:02:50,10/12/2012 10:32:00,08/06/2012 12:19:12,08/06/2012 12:04:14,MIDPOINT
741,ERC004531,3009,ERC004531,Vehicle Collision,inactive,Road now open in both directions between Ballarat Road and Dynon Road after a truck crash overnight.The left-hand lane is closed southbound on Moore Street and Ballarat Road.Emergency power works are currently under way.Drivers should allow extra time if travelling through the area.,Traffic Alert,5456,MOORE STREET,forward,MOORE STREET,,AO,MARIBYRNONG,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"219, 223, 402, 404, 406, 409, 216",0,South,,FOOTSCRAY,42D4,78G6,BALLARAT ROAD,FOOTSCRAY,HOPKINS STREET,FOOTSCRAY,20/06/2012 06:54:41,10/12/2012 10:32:00,21/06/2012 06:51:29,21/06/2012 06:51:29,MIDPOINT
742,ERC004729,2289,ERC004729,Flood,inactive,,Road Closed,,,forward,COTTONS ROAD,,MU,MOIRA,NORTH EASTERN,HUME (NORTH EAST),,,0,North,,MUCKATAH,,23C9,PARNELL ROAD,MUCKATAH,HEALY ROAD,COBRAM,22/06/2012 14:13:35,10/12/2012 10:32:00,04/07/2012 08:36:01,04/07/2012 08:21:35,MIDPOINT
743,ERC004736,2765,ERC004736,Flood,inactive,,Road Closed,,,forward,KREECK ROAD,,MU,MOIRA,NORTH EASTERN,HUME (NORTH EAST),,,0,West,,PELLUEBLA,,33H4,BENALLA-YARRAWONGA ROAD,PELLUEBLA,HOLMES ROAD,PELLUEBLA,22/06/2012 14:24:42,10/12/2012 10:32:00,10/08/2012 08:23:23,10/08/2012 08:08:24,MIDPOINT
745,ERC004742,2691,ERC004742,Flood,inactive,,Road Closed,,,forward,WEDGE ROAD,,MU,FRANKSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,West,,SANDHURST,128A11,95E3,HOOPER DRIVE,SKYE,TAYLORS ROAD,SANDHURST,22/06/2012 14:37:52,10/12/2012 10:32:00,29/06/2012 16:02:52,22/06/2012 14:42:41,MIDPOINT
746,ERC004752,2873,ERC004752,Flood,inactive,,Road Closed,,,forward,BALLS ROAD,,MU,MOIRA,NORTH EASTERN,HUME (NORTH EAST),,,0,South,,NATHALIA,,32D2,BOURKE ROAD,NATHALIA,DILLONS LANE,NATHALIA,22/06/2012 14:46:05,10/12/2012 10:32:00,03/08/2012 15:53:01,03/08/2012 15:38:02,MIDPOINT
747,ERC004824,2377,ERC004824,Flood,inactive,Sybella Ave is closed southbound between Rossiter Rd and Sth Gippsland Hwy,lanes closed southbound,5866,SYBELLA AVENUE,forward,SYBELLA AVENUE,C422,AO,CARDINIA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,NorthWest,,KOO WEE RUP,,95J5,ROSSITER ROAD,KOO WEE RUP,SOUTH GIPPSLAND HIGHWAY,KOO WEE RUP,23/06/2012 14:31:10,10/12/2012 10:32:00,24/06/2012 17:11:02,23/06/2012 14:35:34,MIDPOINT
748,ERC004825,2295,ERC004825,Flood,inactive,Cardina Road between the Princes Freeway and Ballarto Road has been closed due to flooding.,Road Closed,,,forward,CARDINIA ROAD,,MU,CARDINIA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,NorthWest,,CARDINIA,322B9,95H3,BALLARTO ROAD,CARDINIA,CARDINIA ROAD,OFFICER SOUTH,23/06/2012 17:03:20,10/12/2012 10:32:00,06/07/2012 16:25:08,06/07/2012 16:25:10,MIDPOINT
749,ERC004849,2442,ERC004849,Vehicle Collision,inactive,Road now open.,Traffic Alert,2660,NEPEAN HIGHWAY,forward,NEPEAN HIGHWAY,,AH,MORNINGTON PENINSULA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"781, 784, 785, 788",0,NorthEast,TOWER ROAD,MOUNT ELIZA,105C6,95C5,TOWER ROAD,MOUNT ELIZA,WOORALLA DRIVE,MOUNT ELIZA,25/06/2012 08:51:17,10/12/2012 10:32:00,25/06/2012 11:40:57,25/06/2012 11:11:16,INCIDENT
750,ERC004875,2353,ERC004875,Road Damage,inactive,Traffic has been reduced to one lane under traffic light control. Drivers are advised to take care through the area.,Traffic Alert,5916,MIRBOO NORTH-TRAFALGAR ROAD,forward,MIRBOO NORTH-TRAFALGAR ROAD,C469,AO,BAW BAW,EASTERN,GIPPSLAND (EAST),,,367,NorthEast,,TRAFALGAR SOUTH,,97D5,RYANS ROAD,TRAFALGAR SOUTH,RYANS ROAD,TRAFALGAR SOUTH,25/06/2012 16:19:09,10/12/2012 10:32:00,03/07/2012 16:53:50,03/07/2012 16:38:52,MIDPOINT
751,ERC004955,2599,ERC004955,Vehicle Collision,inactive,"Road closed in both directions between Benalla-Yarrawonga Road and the Hume Freeway due to a truck roll-over.Traffic is being detoured via Benalla-Yarrawonga Road, Link Road, the Midland Highway and onto the Hume Freeway.For southbound traffic on the Hume Freeway, access to Benalla is via the Midland Highway.VicRoads advises drivers to allow extra time if travelling through the area.",Road Closed,5047,BENALLA-WINTON ROAD,forward,SYDNEY ROAD,C313,AO,BENALLA,NORTH EASTERN,HUME (NORTH EAST),,,42,SouthWest,THOMAS ROAD,BENALLA,,48B2,BENALLA-YARRAWONGA ROAD,BENALLA,THOMAS ROAD,BENALLA,29/06/2012 12:27:05,10/12/2012 10:32:00,29/06/2012 18:00:39,29/06/2012 17:01:08,INCIDENT
752,ERC005270,3816,ERC005270,Flood,inactive,"Due to flooding road is closed, local detour via Detour Rd between Wangaratta Rd and Great Alpine Road. ",Road Closed,4005,GREAT ALPINE ROAD,forward,ASHMORE STREET,B500,AH,WANGARATTA,NORTH EASTERN,HUME (NORTH EAST),,,18,SouthEast,,WANGARATTA,,34G7,PARFITT ROAD,WANGARATTA,FISHER LANE,EAST WANGARATTA,15/07/2012 22:51:48,10/12/2012 10:32:01,16/07/2012 09:52:43,16/07/2012 09:52:45,MIDPOINT
753,ERC005251,2471,ERC005251,Police Incident,inactive,Road now open in both directions between Chapel Street and Cromwell Road after an earlier gas leak.VicRoads advises drivers to allow extra time if travelling through the area.,Road Closed,5699,MALVERN ROAD,forward,MALVERN ROAD,,AO,STONNINGTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),"72, 78, 79","216, 219, 220",0,,,PRAHRAN,58E5,78H7,COMMERCIAL ROAD,PRAHRAN,CROMWELL ROAD,PRAHRAN,13/07/2012 10:09:09,10/12/2012 10:32:00,13/07/2012 12:19:26,13/07/2012 11:20:00,MIDPOINT
754,ERC005252,2472,ERC005252,Vehicle Collision,inactive,Police have advised the road is closed in both directions between Coolart Road and Frankston-Flinders Road due to a crash.Emergency services are on site directing traffic.VicRoads advises drivers to allow extra time if travelling through the area.,Road Closed,,,forward,GRAYDENS ROAD,,MU,MORNINGTON PENINSULA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,West,,HASTINGS,153J5,95D6,FRANKSTON-FLINDERS ROAD,HASTINGS,COOLART ROAD,HASTINGS,13/07/2012 10:57:31,10/12/2012 10:32:00,13/07/2012 13:17:19,13/07/2012 10:55:09,MIDPOINT
755,ERC005426,3641,ERC005426,Vehicle Collision,inactive,Dorset Rd is closed in both directions between Woodmason St and Henry St due to a vehicle collision,Road Closed,5784,DORSET ROAD,forward,DORSET ROAD,,AO,KNOX,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"691, 737",0,South,,BORONIA,64K8,79F7,WOODMASON ROAD,BORONIA,HENRY STREET,BORONIA,24/07/2012 21:15:25,10/12/2012 10:32:01,24/07/2012 22:43:25,24/07/2012 22:43:27,MIDPOINT
756,ERC005673,3756,ERC005673,Vehicle Collision,inactive,Road has been reopened between Maffra-Rosedale Road and Sale-Toongabbie Road.,Road Closed,2510,PRINCES HIGHWAY EAST,forward,PRINCES HIGHWAY,A1,AH,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,35,West,MAFFRA-ROSEDALE ROAD,KILMANY,,98F3,MAFFRA-ROSEDALE ROAD,KILMANY,SALE-TOONGABBIE ROAD,KILMANY,08/08/2012 08:14:01,10/12/2012 10:32:01,08/08/2012 09:14:00,08/08/2012 08:44:39,INCIDENT
757,ERC005746,2436,ERC005746,Road Damage,inactive,Moira Shire advises road closure due to flood recovery/repair works between Benalla Yarrawonga Road and Holmes Road.,Road Closed,,,forward,KREECK ROAD,,MU,MOIRA,NORTH EASTERN,HUME (NORTH EAST),,,0,West,,PELLUEBLA,,33H4,HOLMES ROAD,PELLUEBLA,BENALLA-YARRAWONGA ROAD,PELLUEBLA,10/08/2012 08:22:36,25/01/2013 10:22:56,25/01/2013 10:37:50,25/01/2013 10:22:56,MIDPOINT
758,ERC004765,2904,ERC004765,Flood,inactive,"Water over road, drive with care.",Traffic Alert,5164,THOMPSON ROAD,forward,THOMPSON ROAD,,AO,"KINGSTON, DANDENONG, FRANKSTON",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,857,0,West,,BANGHOLME,98C6,95D3,EASTLINK,BANGHOLME,MORNINGTON PENINSULA FREEWAY,BANGHOLME,22/06/2012 15:40:25,10/12/2012 10:32:00,24/06/2012 17:25:35,22/06/2012 15:53:41,MIDPOINT
759,ERC004521,2758,ERC004521,Road Damage,inactive,,Road Closed,,,forward,DOWNINGS ROAD,,MU,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,1010,SouthEast,,COWWARR,,98C2,WEIR ROAD,COWWARR,WEIR ROAD,COWWARR,19/06/2012 17:09:03,05/09/2013 08:23:58,05/09/2013 08:38:44,05/09/2013 08:23:58,MIDPOINT
761,ERC004231,2736,ERC004231,Flood,inactive,Road now open with traffic is being alternated through one open with temporary traffic lights between Mongomery Road and Stratford.The speed limit has been reduced to 40km/h through the area.,Traffic Alert,2510,PRINCES HIGHWAY EAST,forward,PRINCES HIGHWAY,A1,AH,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,590,North,LATHAMS ROAD,STRATFORD,,83C9,MONTGOMERY ROAD,MONTGOMERY,OLD PRINCES HIGHWAY,STRATFORD,06/06/2012 10:33:46,10/12/2012 10:32:00,07/06/2012 09:08:10,07/06/2012 08:38:15,INCIDENT
762,ERC004330,2739,ERC004330,Vehicle Collision,inactive,,Detour,5414,MURCHISON-VIOLET TOWN ROAD,forward,MURCHISON-VIOLET TOWN ROAD,C345,AO,"SHEPPARTON, STRATHBOGIE",NORTH EASTERN,HUME (NORTH EAST),,,0,West,,MOORILIM,,46G3,GOULBURN VALLEY OUT-MURCHISON-VIOLET TOWN RAMP OF,MOORILIM,EUROA-SHEPPARTON ROAD,MIEPOLL,07/06/2012 09:05:13,10/12/2012 10:32:00,07/06/2012 11:12:15,07/06/2012 11:12:17,MIDPOINT
763,ERC004333,2740,ERC004333,Vehicle Collision,inactive,,Detour,5416,EUROA-SHEPPARTON ROAD,forward,EUROA-SHEPPARTON ROAD,C366,AO,"SHEPPARTON, STRATHBOGIE",NORTH EASTERN,HUME (NORTH EAST),,,272,NorthWest,,MIEPOLL,,46H2,MURCHISON-VIOLET TOWN ROAD,MIEPOLL,RIVER ROAD,KIALLA,07/06/2012 09:09:29,10/12/2012 10:32:00,07/06/2012 11:11:39,07/06/2012 11:11:55,MIDPOINT
765,ERC004010,2487,ERC004010,Flood,inactive,South Gippsland Shire have advised that the road is closed.,Road Closed,,,forward,BERRYS CREEK ROAD,,MU,SOUTH GIPPSLAND,EASTERN,GIPPSLAND (EAST),,,0,SouthWest,,MIRBOO NORTH,,97C8,BOOROOL ROAD,MIRBOO NORTH,BLANDFORDS ROAD,BERRYS CREEK,04/06/2012 18:11:46,10/12/2012 10:32:00,03/07/2012 12:46:50,03/07/2012 12:31:54,MIDPOINT
766,ERC004041,2424,ERC004041,Flood,inactive,,Road Closed,,,forward,CAIRNBROOK ROAD,,MU,"LATROBE, WELLINGTON",EASTERN,GIPPSLAND (EAST),,,0,NorthWest,,GLENGARRY,,98B3,TRARALGON-MAFFRA ROAD,GLENGARRY,LOWER CAIRNBROOK ROAD,GLENGARRY,04/06/2012 23:43:22,10/12/2012 10:32:00,07/06/2012 16:01:24,07/06/2012 15:46:25,WHOLE
767,ERC004045,2425,ERC004045,Flood,inactive,,Road Closed,5543,TRARALGON-MAFFRA ROAD,forward,TRARALGON-MAFFRA ROAD,C105,AO,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,520,South,,HEYFIELD,,82E9,COMMERCIAL ROAD,HEYFIELD,MAFFRA-ROSEDALE ROAD,TINAMBA,05/06/2012 00:03:27,10/12/2012 10:32:00,07/06/2012 10:51:29,07/06/2012 09:55:06,MIDPOINT
768,ERC004737,2986,ERC004737,Road Damage,inactive,,Road Closed,,,forward,GEODETIC ROAD,,MU,MOIRA,NORTH EASTERN,HUME (NORTH EAST),,,0,West,,BOOMAHNOOMOONAH,,34B3,KEENANS ROAD,BOOMAHNOOMOONAH,BOTTS ROAD,WILBY,22/06/2012 14:28:38,08/03/2013 11:44:39,08/03/2013 11:59:35,08/03/2013 11:44:39,MIDPOINT
769,ERC004023,2501,ERC004023,Weather,inactive,Road closed due to fallen trees and water over the road.,Road Closed,2580,SOUTH GIPPSLAND HIGHWAY,forward,SOUTH GIPPSLAND HIGHWAY,A440,AH,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,147,West,,YARRAM,,98H8,DONOGHUES ROAD,YARRAM,ABELS ROAD,LONGFORD,04/06/2012 20:59:48,10/12/2012 10:32:00,05/06/2012 13:27:55,05/06/2012 11:27:59,MIDPOINT
771,ERC004025,2880,ERC004025,Flood,inactive,,Road Closed,4921,SYDENHAM INLET ROAD,forward,SYDENHAM INLET ROAD,C615,AO,EAST GIPPSLAND,EASTERN,GIPPSLAND (EAST),,,332,NorthWest,,MANORINA,,86H6,FRED TRACK,MANORINA,BORONIA STREET,BEMM RIVER,04/06/2012 21:16:39,10/12/2012 10:32:00,12/06/2012 18:25:04,12/06/2012 17:25:06,MIDPOINT
772,ERC004055,1593,ERC004055,Flood,inactive,Detour in place via Rosedale-Longford Road and South Gippsland Highway (between Longford and Sale),Road Closed,2510,PRINCES HIGHWAY EAST,forward,PRINCES HIGHWAY,A1,AH,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,0,,,ROSEDALE,,98F3,QUEEN STREET,ROSEDALE,RAYMOND STREET,SALE,05/06/2012 02:40:53,10/12/2012 10:32:00,05/06/2012 17:47:44,05/06/2012 15:47:56,MIDPOINT
773,ERC004057,1605,ERC004057,Weather,inactive,The road is closed due to multiple trees down over the road ,Road Closed,2510,PRINCES HIGHWAY EAST,forward,PRINCES HIGHWAY,A1,AH,EAST GIPPSLAND,EASTERN,GIPPSLAND (EAST),,,0,SouthWest,,NOWA NOWA,,85B6,RAMSDEL COURT,NOWA NOWA,LAKE TYERS BEACH ROAD,LAKE TYERS BEACH,05/06/2012 03:48:16,10/12/2012 10:32:00,05/06/2012 18:19:03,05/06/2012 16:19:05,MIDPOINT
774,ERC004095,2829,ERC004095,Flood,inactive,Road closed due to flooding.,Road Closed,,,forward,HESLOP ROAD,,MU,BASS COAST,EASTERN,GIPPSLAND (EAST),,,0,West,,DALYSTON,,102C3,LOCH-WONTHAGGI ROAD,DALYSTON,KORUMBURRA-WONTHAGGI ROAD,NORTH WONTHAGGI,05/06/2012 10:21:01,10/12/2012 10:32:00,07/06/2012 11:34:54,07/06/2012 11:20:06,MIDPOINT
775,ERC004110,2462,ERC004110,Weather,inactive,Numerous trees down. Long Delays expected.,Road Closed,5501,MANSFIELD-WOODS POINT ROAD,forward,MANSFIELD-WOODS POINT ROAD,C511,AO,MANSFIELD,NORTH EASTERN,MELBOURNE METROPOLITAN (CENTRAL),,,558,SouthEast,,WOODS POINT,,81E2,RASPBERRY GODFREY DIVIDE NO1 TRACK,GAFFNEYS CREEK,DEARLOVE TRACK,WOODS POINT,05/06/2012 10:52:03,10/12/2012 10:32:00,05/06/2012 15:42:43,05/06/2012 14:42:53,MIDPOINT
776,ERC004119,2669,ERC004119,Flood,inactive,Road closed between Macquarie Place and Gordon Street,Road Closed,,,forward,FRANKLIN STREET,,MU,LATROBE,EASTERN,GIPPSLAND (EAST),,,0,SouthWest,,TRARALGON,,98A5,MACQUARIE PLACE,TRARALGON,GORDON STREET,TRARALGON,05/06/2012 11:11:18,10/12/2012 10:32:00,07/06/2012 16:00:53,07/06/2012 15:45:56,MIDPOINT
777,ERC003996,2816,ERC003996,Flood,inactive,"Road now open. Traffic management in place around Reserve Road, with one lane operating for both directions. Drivers are advised to take care through the area.",Road Closed,5007,BARWON HEADS ROAD,forward,BARWON HEADS ROAD,C121,AO,GEELONG,SOUTH WESTERN,BARWON (SOUTH WEST),,,406,SouthEast,,CONNEWARRE,466D8,93H5,WINKLERS LANE,CONNEWARRE,RESERVE ROAD,MARSHALL,04/06/2012 17:23:18,10/12/2012 10:32:00,05/06/2012 08:21:19,05/06/2012 07:22:12,MIDPOINT
778,ERC004139,2877,ERC004139,Flood,inactive,Road closed due to flooding,Road Closed,,,forward,WONNANGATTA ROAD,,MU,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,0,NorthWest,,DARGO,,83E2,DARGO ROAD,DARGO,SCRUBBY CREEK TRACK,MIOWERA,05/06/2012 12:54:54,10/12/2012 10:32:00,08/06/2012 09:56:21,08/06/2012 09:41:27,MIDPOINT
779,ERC004466,2820,ERC004466,Vehicle Collision,inactive,Broadford - Kilmore Rd closed between Dry Creek Rd and Northern Hwy. VicRoads advises motorists to seek an alternate route. ,Road Closed,5427,BROADFORD-KILMORE ROAD,forward,BROADFORD-KILMORE ROAD,C311,AO,MITCHELL,NORTHERN,HUME (NORTH EAST),,,0,NorthEast,,BROADFORD,,60H5,DRY CREEK ROAD,BROADFORD,NORTHERN HIGHWAY,KILMORE,17/06/2012 03:29:42,10/12/2012 10:32:00,17/06/2012 12:28:59,17/06/2012 06:56:34,MIDPOINT
780,ERC004472,1773,ERC004472,Vehicle Collision,inactive,Freeway closed southbound. Police are detouring southbound traffic through Seymour. Drivers are advised to allow extra time if travelling through the area. ,lanes closed southbound,2550,HUME FREEWAY,reverse,HUME FREEWAY,M31,FW,MITCHELL,NORTHERN,HUME (NORTH EAST),,,0,East,,SEYMOUR,,61C2,GOULBURN VALLEY HIGHWAY,SEYMOUR,SEYMOUR-TOOBORAC ROAD,HILLDENE,18/06/2012 08:41:22,10/12/2012 10:32:00,18/06/2012 15:25:59,18/06/2012 15:27:11,MIDPOINT
783,ERC004572,1669,ERC004572,Flood,inactive,Road closed in both directions between Thwaites Road and Heads Road due to water over the road.,Road Closed,5707,WESTERNPORT ROAD,forward,WESTERNPORT ROAD,C431,AO,CARDINIA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,NorthEast,,HEATH HILL,,96C5,THWAITES ROAD,HEATH HILL,PATULLOS ROAD,LANG LANG EAST,21/06/2012 18:26:18,10/12/2012 10:32:00,22/06/2012 14:47:34,22/06/2012 13:48:04,MIDPOINT
785,ERC004425,1556,ERC004425,Road Damage,inactive,,Road Closed,,,forward,LIMESTONE ROAD,,MU,EAST GIPPSLAND,EASTERN,GIPPSLAND (EAST),,,349,SouthWest,,BENAMBRA,,51E8,BELOKA ROAD,BENAMBRA,MCCALLUMS ROAD,BENAMBRA,13/06/2012 16:46:43,10/12/2012 10:32:00,09/07/2012 12:42:06,13/06/2012 16:49:22,MIDPOINT
786,ERC004749,2677,ERC004749,Flood,inactive,,Road Closed,,,forward,TAYLORS ROAD,,MU,"DANDENONG, FRANKSTON",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,North,,SKYE,128F7,95E3,HALL ROAD,SKYE,THOMPSONS ROAD,LYNDHURST,22/06/2012 14:43:23,10/12/2012 10:32:00,29/06/2012 16:03:02,29/06/2012 15:48:04,MIDPOINT
787,ERC004982,2410,ERC004982,Vehicle Collision,inactive,Hamilton Highway is closed due to serious collision. closure is between Merrawarp Rd and thew Fyansford-Gheringhap Rd. Closure will remain overnight and reopen in the morning. Police and Emergemcy services onsite,Road Closed,2780,HAMILTON HIGHWAY,forward,HAMILTON HIGHWAY,B140,AH,"GOLDEN PLAINS, GEELONG",SOUTH WESTERN,GRAMPIANS (MID WEST),,,0,SouthEast,,FYANSFORD,440B12,93F4,FYANSFORD-GHERINGHAP ROAD,FYANSFORD,MERRAWARP ROAD,FYANSFORD,01/07/2012 19:05:15,10/12/2012 10:32:00,02/07/2012 02:52:56,02/07/2012 00:52:58,MIDPOINT
788,ERC004980,2651,ERC004980,Road Damage,inactive,Road has been closed due to a landslip. VicRoads advises drivers to take care through the area.,Road Closed,,,forward,LOCH-POOWONG ROAD,,MU,SOUTH GIPPSLAND,EASTERN,MELBOURNE METROPOLITAN (CENTRAL),,,0,South,,LOCH,,96D7,FERRIERS ROAD,LOCH,SOUTH GIPPSLAND HIGHWAY,LOCH,01/07/2012 17:52:02,10/12/2012 10:32:00,21/09/2012 13:57:16,21/09/2012 13:42:18,MIDPOINT
789,ERC005024,2588,ERC005024,Vehicle Collision,inactive,"Police report that the road has been closed between Stamps Lane and Fraser Lane due to a collision. Emergency services are on site, VicRoads are on the way to the scene. Drivers should seek an alternate route if travelling through the area.",Road Closed,5020,WANGARATTA ROAD,forward,WANGARATTA ROAD,C314,AO,WANGARATTA,NORTH EASTERN,HUME (NORTH EAST),,,0,SouthWest,,NORTH WANGARATTA,,34G7,DOWLING LANE,NORTH WANGARATTA,FRASER LANE,NORTH WANGARATTA,03/07/2012 07:58:12,10/12/2012 10:32:00,03/07/2012 10:26:22,03/07/2012 09:26:58,MIDPOINT
